court_region,judge_id,judge_grant_rate,claim_amount,debtor_type,has_pledge,has_guarantor,case_duration,result,is_individual
Новосибирская обл.,judge_Новосибирская обл._8,0.34134336065661497,483000.0,ФЛ,0,0,85,0,1
Новосибирская обл.,judge_Новосибирская обл._7,0.4979754162893099,235000.0,ФЛ,0,0,39,0,1
Новосибирская обл.,judge_Новосибирская обл._2,0.5563547027518508,517000.0,ООО (малое),0,1,164,1,0
Новосибирская обл.,judge_Новосибирская обл._3,0.40990419651217924,413000.0,ФЛ,0,0,78,0,1
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,566000.0,ИП,0,0,110,1,0
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,80000.0,ФЛ,0,0,96,0,1
СПб,judge_СПб_0,0.5340483498342926,39000.0,ООО (микро),1,0,88,1,0
Москва,judge_Москва_9,0.4570815333069441,309000.0,ООО (малое),0,0,81,1,0
Москва,judge_Москва_8,0.589257975040246,633000.0,ООО (малое),0,0,128,1,0
Респ. Татарстан,judge_Респ. Татарстан_0,0.6322641558422916,992000.0,ИП,1,0,80,1,0
Москва,judge_Москва_5,0.5375852819727232,113000.0,ИП,0,0,66,0,0
Свердловская обл.,judge_Свердловская обл._0,0.46558243192520654,489000.0,ФЛ,0,0,86,0,1
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,133000.0,ООО (малое),0,0,77,1,0
Свердловская обл.,judge_Свердловская обл._4,0.8,191000.0,ФЛ,0,0,119,1,1
Москва,judge_Москва_7,0.5007196575036572,117000.0,ФЛ,0,0,70,0,1
Москва,judge_Москва_8,0.589257975040246,47000.0,ООО (микро),1,0,34,1,0
Москва,judge_Москва_8,0.589257975040246,750000.0,ИП,0,1,76,1,0
Свердловская обл.,judge_Свердловская обл._1,0.5584023369884185,186000.0,ИП,0,0,90,0,0
Москва,judge_Москва_0,0.4949765510836051,142000.0,ООО (малое),0,0,69,0,0
Новосибирская обл.,judge_Новосибирская обл._8,0.34134336065661497,96000.0,ФЛ,0,0,80,0,1
Новосибирская обл.,judge_Новосибирская обл._1,0.3273509633866546,166000.0,ФЛ,0,0,93,0,1
Москва,judge_Москва_2,0.5973860833744824,19000.0,ФЛ,0,0,80,0,1
Москва,judge_Москва_1,0.6015433072450408,1867000.0,ФЛ,1,0,102,1,1
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,39000.0,ФЛ,0,0,104,0,1
СПб,judge_СПб_3,0.30608941849439775,584000.0,ФЛ,0,0,74,0,1
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,406000.0,ФЛ,0,0,78,0,1
Москва,judge_Москва_1,0.6015433072450408,241000.0,ФЛ,0,0,98,0,1
Москва,judge_Москва_9,0.4570815333069441,357000.0,ООО (микро),0,0,124,0,0
Свердловская обл.,judge_Свердловская обл._1,0.5584023369884185,1980000.0,ООО (малое),0,0,93,1,0
Новосибирская обл.,judge_Новосибирская обл._0,0.5533326975683648,512000.0,ИП,0,1,111,0,0
Москва,judge_Москва_9,0.4570815333069441,48000.0,ФЛ,0,0,59,0,1
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,420000.0,ФЛ,0,0,118,0,1
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,699000.0,ИП,1,1,87,1,0
Респ. Татарстан,judge_Респ. Татарстан_10,0.42300118919042506,106000.0,ФЛ,0,1,99,0,1
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,77000.0,ФЛ,0,0,96,0,1
Респ. Татарстан,judge_Респ. Татарстан_5,0.5691224450222956,18000.0,ИП,0,0,75,0,0
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,138000.0,ФЛ,0,0,57,1,1
Новосибирская обл.,judge_Новосибирская обл._3,0.40990419651217924,108000.0,ФЛ,0,0,91,0,1
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,28000.0,ФЛ,0,0,95,0,1
Краснодарский край,judge_Краснодарский край_1,0.5873184192069558,328000.0,ООО (малое),0,0,131,1,0
Свердловская обл.,judge_Свердловская обл._2,0.3102321329116037,25000.0,ФЛ,0,0,85,0,1
Москва,judge_Москва_6,0.34890371102553724,1054000.0,ООО (малое),1,0,86,0,0
Москва,judge_Москва_2,0.5973860833744824,319000.0,ООО (микро),0,0,62,1,0
СПб,judge_СПб_4,0.6103441225038132,3034000.0,ООО (малое),0,1,97,1,0
Свердловская обл.,judge_Свердловская обл._3,0.6637988396536507,209000.0,ООО (малое),1,0,111,1,0
Респ. Татарстан,judge_Респ. Татарстан_5,0.5691224450222956,133000.0,ФЛ,0,0,73,0,1
СПб,judge_СПб_1,0.6962378120346018,133000.0,ФЛ,0,0,75,1,1
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,99000.0,ФЛ,0,0,88,0,1
Москва,judge_Москва_7,0.5007196575036572,748000.0,ФЛ,0,0,98,0,1
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,811000.0,ФЛ,0,1,135,1,1
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,145000.0,ООО (малое),0,0,81,1,0
Свердловская обл.,judge_Свердловская обл._0,0.46558243192520654,1720000.0,ФЛ,0,0,140,0,1
Свердловская обл.,judge_Свердловская обл._0,0.46558243192520654,233000.0,ФЛ,0,0,77,0,1
Москва,judge_Москва_8,0.589257975040246,180000.0,ООО (микро),0,0,86,0,0
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,143000.0,ООО (микро),0,0,80,0,0
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,109000.0,ИП,0,0,67,0,0
Новосибирская обл.,judge_Новосибирская обл._4,0.4562459375310085,38000.0,ООО (микро),0,0,64,1,0
Респ. Татарстан,judge_Респ. Татарстан_2,0.8,1476000.0,ИП,1,0,161,1,0
Респ. Татарстан,judge_Респ. Татарстан_5,0.5691224450222956,53000.0,ФЛ,0,0,76,0,1
Новосибирская обл.,judge_Новосибирская обл._1,0.3273509633866546,349000.0,ФЛ,0,0,132,0,1
Респ. Татарстан,judge_Респ. Татарстан_3,0.5395229060345315,950000.0,ФЛ,0,0,115,0,1
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,53000.0,ИП,1,0,112,0,0
Нижегородская обл.,judge_Нижегородская обл._4,0.7203411928148589,723000.0,ИП,0,0,86,1,0
Новосибирская обл.,judge_Новосибирская обл._2,0.5563547027518508,207000.0,ФЛ,0,0,110,0,1
СПб,judge_СПб_7,0.4023670306845399,357000.0,ООО (микро),0,0,74,1,0
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,25000.0,ФЛ,0,0,42,0,1
Респ. Татарстан,judge_Респ. Татарстан_11,0.4934694796289753,229000.0,ФЛ,0,1,73,0,1
Новосибирская обл.,judge_Новосибирская обл._4,0.4562459375310085,188000.0,ООО (малое),0,0,100,1,0
СПб,judge_СПб_9,0.5475544822505934,60000.0,ООО (среднее),1,0,97,1,0
СПб,judge_СПб_8,0.6986980958047201,307000.0,ФЛ,0,0,76,1,1
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,84000.0,ИП,0,0,115,0,0
Свердловская обл.,judge_Свердловская обл._5,0.6790459586423476,286000.0,ООО (микро),0,0,107,1,0
Москва,judge_Москва_8,0.589257975040246,10800000.0,ФЛ,0,0,68,0,1
Респ. Татарстан,judge_Респ. Татарстан_4,0.7462656674021114,98000.0,ООО (среднее),0,0,112,1,0
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,62000.0,ООО (среднее),0,0,104,1,0
Краснодарский край,judge_Краснодарский край_1,0.5873184192069558,28000.0,ИП,0,0,86,0,0
Новосибирская обл.,judge_Новосибирская обл._4,0.4562459375310085,895000.0,ООО (микро),1,0,95,1,0
СПб,judge_СПб_1,0.6962378120346018,63000.0,ИП,0,0,49,0,0
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,55000.0,ООО (микро),0,0,88,1,0
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,698000.0,ИП,0,0,116,0,0
СПб,judge_СПб_2,0.7038714967614599,1206000.0,ИП,0,0,155,0,0
Москва,judge_Москва_4,0.45831731561816286,353000.0,ФЛ,0,1,89,0,1
Респ. Татарстан,judge_Респ. Татарстан_4,0.7462656674021114,964000.0,ИП,1,1,96,1,0
Москва,judge_Москва_9,0.4570815333069441,54000.0,ФЛ,1,0,83,0,1
Свердловская обл.,judge_Свердловская обл._1,0.5584023369884185,106000.0,ФЛ,0,0,69,0,1
СПб,judge_СПб_5,0.5248956031914224,20000.0,ИП,0,0,74,0,0
Москва,judge_Москва_3,0.6868450123265756,935000.0,ООО (микро),0,1,92,1,0
Москва,judge_Москва_10,0.5579831812215705,131000.0,ФЛ,0,0,68,0,1
Москва,judge_Москва_10,0.5579831812215705,105000.0,ИП,0,0,64,0,0
Новосибирская обл.,judge_Новосибирская обл._4,0.4562459375310085,640000.0,ИП,0,0,49,0,0
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,221000.0,ИП,1,0,83,1,0
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,5433000.0,ИП,0,0,120,0,0
Москва,judge_Москва_4,0.45831731561816286,204000.0,ИП,0,0,75,0,0
Москва,judge_Москва_0,0.4949765510836051,825000.0,ФЛ,1,1,86,0,1
Москва,judge_Москва_1,0.6015433072450408,102000.0,ФЛ,0,0,65,0,1
Новосибирская обл.,judge_Новосибирская обл._6,0.7778417276763406,138000.0,ООО (малое),0,0,76,1,0
СПб,judge_СПб_4,0.6103441225038132,88000.0,ФЛ,0,1,75,1,1
Москва,judge_Москва_0,0.4949765510836051,454000.0,ООО (микро),0,0,71,0,0
Нижегородская обл.,judge_Нижегородская обл._0,0.5317380518489024,186000.0,ООО (среднее),0,0,71,0,0
Свердловская обл.,judge_Свердловская обл._2,0.3102321329116037,255000.0,ФЛ,0,0,104,0,1
Свердловская обл.,judge_Свердловская обл._6,0.5327957474080793,61000.0,ИП,0,1,98,0,0
Респ. Татарстан,judge_Респ. Татарстан_2,0.8,68000.0,ФЛ,0,0,117,1,1
СПб,judge_СПб_4,0.6103441225038132,22000.0,ИП,0,0,106,1,0
Москва,judge_Москва_2,0.5973860833744824,50000.0,ООО (малое),0,0,48,1,0
Москва,judge_Москва_7,0.5007196575036572,31000.0,ООО (малое),0,1,96,1,0
Респ. Татарстан,judge_Респ. Татарстан_8,0.6082253693537969,56000.0,ООО (микро),0,0,123,1,0
СПб,judge_СПб_6,0.533613288350523,248000.0,ООО (микро),0,0,76,1,0
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,311000.0,ФЛ,0,0,88,0,1
Москва,judge_Москва_0,0.4949765510836051,51000.0,ФЛ,0,0,41,0,1
Нижегородская обл.,judge_Нижегородская обл._1,0.5895566969268613,42000.0,ФЛ,0,0,80,0,1
Свердловская обл.,judge_Свердловская обл._0,0.46558243192520654,526000.0,ФЛ,0,1,89,0,1
Нижегородская обл.,judge_Нижегородская обл._2,0.3655497225306047,102000.0,ООО (малое),0,0,109,0,0
Респ. Татарстан,judge_Респ. Татарстан_8,0.6082253693537969,162000.0,ИП,0,0,115,0,0
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,10000.0,ИП,0,0,73,0,0
Москва,judge_Москва_5,0.5375852819727232,72000.0,ООО (микро),0,0,57,1,0
Нижегородская обл.,judge_Нижегородская обл._8,0.5686827615500023,180000.0,ООО (микро),0,0,117,1,0
Москва,judge_Москва_2,0.5973860833744824,144000.0,ИП,0,0,84,0,0
Нижегородская обл.,judge_Нижегородская обл._6,0.642500809326077,322000.0,ООО (микро),0,0,71,1,0
СПб,judge_СПб_2,0.7038714967614599,92000.0,ИП,0,0,88,1,0
Новосибирская обл.,judge_Новосибирская обл._0,0.5533326975683648,14000.0,ФЛ,0,0,121,0,1
СПб,judge_СПб_4,0.6103441225038132,10000.0,ООО (микро),1,0,65,1,0
Свердловская обл.,judge_Свердловская обл._2,0.3102321329116037,517000.0,ФЛ,0,1,134,0,1
Москва,judge_Москва_0,0.4949765510836051,73000.0,ФЛ,0,0,55,0,1
Свердловская обл.,judge_Свердловская обл._2,0.3102321329116037,63000.0,ООО (среднее),0,0,97,0,0
Новосибирская обл.,judge_Новосибирская обл._3,0.40990419651217924,66000.0,ФЛ,0,0,102,0,1
Нижегородская обл.,judge_Нижегородская обл._3,0.48320182692395874,1652000.0,ФЛ,1,0,134,0,1
Респ. Татарстан,judge_Респ. Татарстан_10,0.42300118919042506,310000.0,ООО (малое),0,0,116,0,0
Краснодарский край,judge_Краснодарский край_0,0.45870486346304107,252000.0,ООО (малое),0,0,85,1,0
Нижегородская обл.,judge_Нижегородская обл._5,0.3314152498189945,108000.0,ФЛ,0,0,84,0,1
Новосибирская обл.,judge_Новосибирская обл._8,0.34134336065661497,700000.0,ФЛ,0,0,75,0,1
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,196000.0,ООО (среднее),0,0,113,1,0
Краснодарский край,judge_Краснодарский край_4,0.6132496695867103,145000.0,ИП,0,0,80,0,0
СПб,judge_СПб_2,0.7038714967614599,131000.0,ООО (микро),1,0,82,1,0
Москва,judge_Москва_3,0.6868450123265756,219000.0,ФЛ,0,0,91,1,1
СПб,judge_СПб_2,0.7038714967614599,629000.0,ФЛ,0,1,101,1,1
СПб,judge_СПб_2,0.7038714967614599,43000.0,ФЛ,0,0,51,1,1
Краснодарский край,judge_Краснодарский край_3,0.6341498495163143,192000.0,ООО (микро),0,0,113,1,0
Свердловская обл.,judge_Свердловская обл._0,0.46558243192520654,991000.0,ФЛ,0,1,117,0,1
Краснодарский край,judge_Краснодарский край_1,0.5873184192069558,1969000.0,ФЛ,0,0,165,0,1
Свердловская обл.,judge_Свердловская обл._5,0.6790459586423476,312000.0,ИП,0,0,93,0,0
